Day of Year,Wind Speed (m/s),Wind Power (MW)
34.521,8.58,70.45
34.528,8.54,71.72
34.535,8.47,68.39
34.542,10.13,83.78
34.549,11.05,89.27
34.556,10.88,87.00
34.562,10.99,91.21
34.569,10.61,86.63
34.576,10.73,86.67
34.583,11.27,89.31
34.590,11.27,89.12
34.597,11.37,88.96
34.604,11.08,86.99
34.611,11.07,86.95
34.618,10.77,82.15
34.625,10.72,83.56
34.632,10.53,82.05
34.639,10.65,83.30
34.646,11.58,88.19
34.653,11.40,90.10
34.660,10.52,87.46
34.667,9.60,81.60
34.674,9.80,82.97
34.681,10.15,83.23
34.687,9.31,78.41
34.694,9.85,82.83
34.701,9.30,78.59
34.708,8.44,66.37
34.715,8.73,67.28
34.722,9.46,77.18
34.729,9.48,79.76
34.736,9.04,74.42
34.743,9.14,78.74
34.750,8.37,67.43
34.757,8.04,62.91
34.764,7.75,56.41
34.771,8.11,62.59
34.778,9.28,78.13
34.785,8.69,73.83
34.792,9.00,78.32
34.799,8.73,74.26
34.806,8.06,64.25
34.812,8.47,70.28
34.819,8.33,68.17
34.826,7.50,51.21
34.833,7.16,47.43
34.840,7.55,53.79
34.847,7.17,45.65
34.854,6.79,38.68
34.861,6.71,38.36
34.868,6.62,36.73
34.875,6.05,26.94
34.882,5.53,19.42
34.889,5.17,15.37
34.896,5.10,15.07
34.903,4.92,13.13
34.910,5.11,15.66
34.917,4.83,12.88
34.924,4.96,14.69
34.931,5.07,16.02
34.937,5.13,16.86
34.944,5.43,20.47
34.951,5.53,21.94
34.958,5.55,22.31
34.965,5.63,23.85
34.972,5.94,29.37
34.979,6.59,38.48
34.986,6.45,36.40
34.993,6.38,35.27
35.000,6.07,29.41
35.007,6.16,32.67
35.014,6.76,42.35
35.021,6.95,45.67
35.028,6.73,40.66
35.035,6.69,41.14
35.042,6.28,33.67
35.049,6.19,31.43
35.056,6.14,32.31
35.062,6.50,37.20
35.069,6.28,33.00
35.076,5.87,26.61
35.083,5.61,23.15
35.090,5.39,20.89
35.097,5.87,27.36
35.104,5.75,23.94
35.111,5.40,19.31
35.118,5.37,19.17
35.125,5.46,19.71
35.132,5.47,19.39
35.139,5.15,16.15
35.146,5.01,14.62
35.153,4.94,13.69
35.160,4.28,7.65
35.167,3.96,5.16
35.174,3.86,5.07
35.181,4.15,6.98
35.187,4.13,6.87
35.194,3.96,5.44
35.201,3.69,3.37
35.208,3.35,1.77
35.215,3.52,2.47
35.222,3.50,2.08
35.229,3.44,1.97
35.236,3.57,2.40
35.243,3.88,4.68
35.250,3.99,5.19
35.257,3.85,4.84
35.264,3.81,4.34
35.271,3.98,5.04
35.278,3.99,5.32
35.285,3.80,4.32
35.292,3.77,4.26
35.299,3.99,5.15
35.306,3.92,5.12
35.312,4.13,6.14
35.319,3.96,4.79
35.326,3.80,4.07
35.333,3.85,4.27
35.340,3.78,3.86
35.347,3.70,3.00
35.354,3.68,2.69
35.361,3.75,3.20
35.368,3.70,3.31
35.375,3.80,3.86
35.382,3.68,3.18
35.389,3.51,2.07
35.396,3.53,2.03
35.403,3.49,1.80
35.410,3.50,1.98
35.417,3.65,2.86
35.424,3.91,4.52
35.431,4.16,6.14
35.437,4.15,6.34
35.444,3.40,1.43
35.451,3.11,0.14
35.458,2.95,0.00
35.465,3.02,0.00
35.472,3.01,0.00
35.479,3.19,0.00
35.486,2.97,0.00
35.493,3.09,0.00
35.500,3.25,0.48
35.507,3.36,1.04
35.514,3.30,0.71
35.521,3.33,0.94
35.528,3.31,0.87
35.535,3.60,2.00
35.542,3.46,1.90
35.549,3.61,2.65
35.556,3.67,2.86
35.562,3.58,2.54
35.569,3.50,1.56
35.576,3.52,1.30
35.583,3.66,2.32
35.590,3.61,2.32
35.597,3.46,1.41
35.604,3.47,1.31
35.611,3.70,2.84
35.618,3.73,2.94
35.625,3.74,2.96
35.632,3.69,2.70
35.639,3.99,4.45
35.646,4.02,4.68
35.653,3.75,2.72
35.660,3.90,4.01
35.667,4.05,5.53
35.674,4.07,5.67
35.681,4.10,5.53
35.687,4.09,5.21
35.694,4.28,6.64
35.701,3.99,5.07
35.708,3.68,2.64
35.715,3.61,1.84
35.722,3.78,3.01
35.729,3.77,3.23
35.736,3.64,2.38
35.743,3.56,2.11
35.750,3.46,1.32
35.757,3.45,1.61
35.764,3.35,1.39
35.771,3.69,3.14
35.778,3.97,4.43
35.785,4.09,5.26
35.792,4.32,6.71
35.799,4.06,5.21
35.806,4.44,7.83
35.812,4.70,9.90
35.819,4.93,11.60
35.826,4.63,9.50
35.833,4.61,8.98
35.840,4.60,9.03
35.847,4.47,8.26
35.854,4.09,5.60
35.861,3.53,2.25
35.868,3.29,0.98
35.875,3.62,2.30
35.882,3.85,3.27
35.889,3.97,4.19
35.896,3.65,2.99
35.903,3.50,2.08
35.910,3.70,2.91
35.917,4.12,4.95
35.924,3.57,2.32
35.931,3.31,0.63
35.937,2.87,0.00
35.944,2.50,0.00
35.951,2.51,0.00
35.958,2.88,0.00
35.965,3.38,0.58
35.972,3.33,0.75
35.979,3.34,0.69
35.986,3.92,4.02
35.993,3.88,4.12
36.000,3.25,1.15
36.007,2.82,0.00
36.014,2.67,0.00
36.021,2.68,0.00
36.028,2.75,0.00
36.035,3.14,0.00
36.042,3.21,0.08
36.049,2.59,0.00
36.056,2.25,0.00
36.062,2.10,0.00
36.069,1.99,0.00
36.076,2.06,0.00
36.083,2.48,0.00
36.090,2.31,0.00
36.097,1.87,0.00
36.104,1.94,0.00
36.111,1.43,0.00
36.118,1.61,0.00
36.125,1.72,0.00
36.132,1.41,0.00
36.139,1.21,0.00
36.146,1.02,0.00
36.153,0.96,0.00
36.160,0.79,0.00
36.167,0.99,0.00
36.174,1.48,0.00
36.181,1.61,0.00
36.187,2.58,0.00
36.194,2.91,0.20
36.201,2.83,0.00
36.208,2.34,0.00
36.215,2.68,0.00
36.222,3.22,0.75
36.229,3.12,0.53
36.236,3.16,0.04
36.243,3.33,0.64
36.250,3.22,0.56
36.257,3.09,0.40
36.264,2.89,0.00
36.271,3.06,0.00
36.278,3.23,0.53
36.285,2.99,0.00
36.292,3.38,0.72
36.299,3.95,3.80
36.306,4.17,6.25
36.312,4.58,9.18
36.319,4.92,12.88
36.326,5.31,17.55
36.333,5.74,22.80
36.340,6.06,27.22
36.347,6.09,26.48
36.354,6.03,25.72
36.361,6.20,30.14
36.368,6.52,35.46
36.375,6.32,33.07
36.382,6.38,31.76
36.389,6.50,34.11
36.396,6.42,33.48
36.403,6.21,29.65
36.410,6.28,29.98
36.417,6.38,32.28
36.424,5.72,23.40
36.431,5.47,19.97
36.437,5.57,20.93
36.444,6.22,30.09
36.451,6.47,35.44
36.458,6.89,43.03
36.465,7.79,60.23
36.472,8.66,73.14
36.479,9.31,84.67
36.486,10.24,91.21
36.493,10.43,93.33
36.500,10.47,93.31
36.507,10.21,92.38
36.514,10.20,93.12
36.521,10.76,94.56
36.528,10.91,94.42
36.535,10.93,93.06
36.542,11.41,94.95
36.549,12.22,95.65
36.556,12.29,95.40
36.562,11.70,93.71
36.569,11.29,93.54
36.576,11.36,93.23
36.583,11.09,87.95
36.590,10.69,85.55
36.597,10.10,80.09
36.604,9.44,76.41
36.611,9.63,81.73
36.618,9.75,84.75
36.625,10.13,84.07
36.632,11.28,89.31
36.639,11.75,91.65
36.646,11.89,92.25
36.653,11.85,90.41
36.660,11.96,92.46
36.667,12.40,94.34
36.674,12.37,95.01
36.681,11.91,95.52
36.687,11.45,92.93
36.694,11.19,92.94
36.701,10.80,91.73
36.708,10.36,88.36
36.715,9.92,81.55
36.722,10.11,84.32
36.729,10.06,86.30
36.736,9.69,84.40
36.743,9.37,83.00
36.750,10.54,91.54
36.757,10.70,90.11
36.764,10.40,89.17
36.771,10.71,90.37
36.778,10.76,91.13
36.785,10.87,91.04
36.792,11.36,92.31
36.799,11.38,90.68
36.806,11.97,94.20
36.812,10.83,92.14
36.819,11.15,90.87
36.826,11.59,92.03
36.833,11.61,93.28
36.840,10.84,90.13
36.847,11.42,91.32
36.854,10.99,90.65
36.861,10.71,91.75
36.868,10.74,91.50
36.875,10.59,90.16
36.882,10.81,91.13
36.889,11.04,92.80
36.896,11.30,93.31
36.903,11.24,94.39
36.910,11.07,93.76
36.917,11.31,93.02
36.924,10.83,89.55
36.931,10.10,84.63
36.937,9.95,83.35
36.944,10.13,86.68
36.951,10.60,90.22
36.958,11.07,92.34
36.965,11.07,91.30
36.972,11.02,90.21
36.979,10.70,88.33
36.986,11.20,91.33
36.993,11.37,92.33
37.000,11.33,92.29
37.007,11.11,91.44
37.014,11.67,93.97
37.021,11.73,95.42
37.028,11.31,94.69
37.035,11.01,93.00
37.042,11.04,93.23
37.049,11.06,93.55
37.056,10.95,94.06
37.062,11.14,94.57
37.069,11.28,94.71
37.076,11.29,94.96
37.083,11.66,95.71
37.090,12.07,95.62
37.097,12.09,95.03
37.104,11.62,94.69
37.111,10.36,91.43
37.118,9.81,87.46
37.125,9.86,88.99
37.132,9.71,85.68
37.139,9.27,82.58
37.146,9.15,80.93
37.153,8.91,76.75
37.160,8.15,65.79
37.167,8.54,70.27
37.174,7.82,59.09
37.181,7.82,57.48
37.187,7.77,58.27
37.194,7.60,54.81
37.201,7.00,46.53
37.208,6.20,34.34
37.215,6.45,36.84
37.222,6.98,45.97
37.229,7.22,52.30
37.236,7.39,55.30
37.243,7.41,56.50
37.250,7.23,53.84
37.257,7.30,53.10
37.264,7.57,57.14
37.271,7.86,60.93
37.278,8.34,66.88
37.285,8.70,68.87
37.292,8.86,69.45
37.299,8.97,72.72
37.306,9.06,76.00
37.312,9.50,81.04
37.319,9.53,81.01
37.326,10.40,88.88
37.333,10.65,91.43
37.340,10.93,93.37
37.347,11.09,92.28
37.354,10.69,91.98
37.361,10.94,94.14
37.368,11.29,95.19
37.375,11.76,95.97
37.382,12.07,96.06
37.389,11.89,95.74
37.396,12.07,95.83
37.403,11.66,95.03
37.410,11.45,95.71
37.417,11.38,95.12
37.424,11.85,95.85
37.431,12.23,95.94
37.437,12.97,96.06
37.444,13.71,96.25
37.451,14.63,96.30
37.458,14.63,96.28
37.465,15.38,94.91
37.472,15.70,94.73
37.479,15.64,96.20
37.486,15.85,94.06
37.493,16.35,91.59
37.500,15.99,94.35
37.507,15.77,95.49
37.514,14.99,95.52
37.521,15.22,95.31
37.528,14.78,96.30
37.535,15.10,96.31
37.542,15.29,96.10
37.549,15.36,97.23
37.556,14.89,96.58
37.562,14.75,97.82
37.569,15.21,97.79
37.576,15.69,95.69
37.583,15.74,95.14
37.590,15.49,96.96
37.597,14.72,97.03
37.604,14.13,98.12
37.611,13.34,98.02
37.618,12.07,97.20
37.625,11.97,96.49
37.632,13.52,97.80
37.639,13.57,95.03
37.646,13.95,96.43
37.653,14.10,94.71
37.660,14.42,96.17
37.667,13.19,95.88
37.674,12.75,97.35
37.681,12.34,97.63
37.687,12.36,97.57
37.694,12.17,97.77
37.701,12.65,97.98
37.708,13.17,97.97
37.715,13.04,97.94
37.722,12.76,97.94
37.729,12.95,97.90
37.736,12.99,97.63
37.743,13.68,97.71
37.750,14.45,98.05
37.757,14.19,98.03
37.764,14.09,98.04
37.771,14.27,98.14
37.778,15.12,98.15
37.785,15.05,96.76
37.792,14.06,98.09
37.799,13.18,98.00
37.806,12.74,97.89
37.812,12.29,97.64
37.819,12.04,97.32
37.826,13.06,97.79
37.833,13.39,98.08
37.840,12.83,98.01
37.847,12.14,97.77
37.854,12.03,97.88
37.861,12.06,97.05
37.868,12.10,97.60
37.875,12.15,97.66
37.882,11.43,96.20
37.889,10.78,92.97
37.896,9.88,84.71
37.903,9.76,86.47
37.910,9.42,82.66
37.917,9.02,75.57
37.924,8.75,74.37
37.931,8.18,65.12
37.937,7.77,60.22
37.944,7.64,58.31
37.951,7.36,52.79
37.958,7.18,48.84
37.965,7.38,53.52
37.972,7.09,46.16
37.979,6.80,42.94
37.986,6.65,40.34
37.993,6.50,36.95
38.000,6.67,40.28
38.007,7.25,50.09
38.014,7.71,56.87
38.021,7.68,57.18
38.028,8.33,69.25
38.035,8.42,69.62
38.042,8.51,72.40
38.049,8.30,67.68
38.056,7.15,47.91
38.062,6.82,42.33
38.069,6.18,30.54
38.076,6.21,31.13
38.083,5.90,26.91
38.090,6.78,41.19
38.097,7.52,52.95
38.104,7.64,54.39
38.111,7.54,52.59
38.118,7.38,47.68
38.125,7.52,50.33
38.132,7.54,49.11
38.139,7.11,42.35
38.146,7.00,40.45
38.153,7.16,44.53
38.160,8.03,61.55
38.167,8.62,72.51
38.174,8.14,64.22
38.181,7.04,44.16
38.187,6.23,29.02
38.194,5.69,20.31
38.201,6.20,27.62
38.208,6.65,34.47
38.215,6.95,39.12
38.222,6.60,34.71
38.229,6.58,34.91
38.236,6.30,30.95
38.243,6.37,32.06
38.250,6.04,26.29
38.257,5.64,20.19
38.264,5.40,18.03
38.271,5.29,16.01
38.278,5.66,20.36
38.285,5.75,21.38
38.292,5.57,18.36
38.299,5.48,17.77
38.306,5.94,23.71
38.312,6.55,34.84
38.319,6.92,43.40
38.326,7.12,47.38
38.333,7.39,51.45
38.340,7.16,46.60
38.347,6.40,33.26
38.354,6.56,34.87
38.361,6.81,40.12
38.368,6.35,32.09
38.375,6.14,28.02
38.382,6.22,28.68
38.389,6.33,30.95
38.396,6.03,25.14
38.403,5.96,23.90
38.410,5.15,13.85
38.417,4.67,10.09
38.424,4.64,10.02
38.431,4.54,10.32
38.437,4.31,7.18
38.444,4.29,7.58
38.451,4.46,8.64
38.458,4.80,11.25
38.465,4.65,10.41
38.472,4.36,8.20
38.479,3.95,5.53
38.486,4.09,5.49
38.493,4.57,9.62
38.500,4.54,10.18
38.507,4.23,7.58
38.514,4.30,7.95
38.521,4.76,11.73
38.528,5.93,23.53
38.535,6.00,24.89
38.542,5.58,20.74
38.549,5.10,14.84
38.556,5.79,21.98
38.562,6.22,26.58
38.569,5.79,22.41
38.576,6.41,30.58
38.583,6.21,28.52
38.590,6.58,34.05
38.597,6.72,35.34
38.604,6.55,33.29
38.611,6.97,40.79
38.618,6.30,30.64
38.625,6.48,32.57
38.632,6.11,26.26
38.639,6.34,29.36
38.646,7.15,43.41
38.653,6.75,36.06
38.660,6.33,29.84
38.667,5.82,23.32
38.674,5.23,16.48
38.681,6.88,38.65
38.687,6.86,37.34
38.694,6.58,34.14
38.701,6.84,38.08
38.708,6.88,39.41
38.715,7.15,44.05
38.722,6.94,39.84
38.729,6.99,40.67
38.736,6.93,38.96
38.743,7.58,54.94
38.750,7.33,48.65
38.757,7.34,47.94
38.764,7.11,42.98
38.771,7.05,40.54
38.778,7.47,49.04
38.785,7.46,49.27
38.792,7.71,54.29
38.799,7.74,54.57
38.806,7.75,55.79
38.812,7.43,49.05
38.819,7.33,47.94
38.826,7.30,47.14
38.833,7.19,43.93
38.840,7.53,50.58
38.847,7.10,42.55
38.854,6.87,38.32
38.861,7.09,43.04
38.868,7.29,46.00
38.875,7.44,49.55
38.882,7.73,55.21
38.889,7.98,60.52
38.896,7.29,47.19
38.903,7.11,41.84
38.910,6.85,37.68
38.917,6.60,33.22
38.924,6.94,39.64
38.931,7.46,49.79
38.937,7.34,46.97
38.944,7.00,39.16
38.951,7.01,41.52
38.958,6.68,34.88
38.965,6.57,32.84
38.972,6.80,37.88
38.979,6.78,37.01
38.986,6.78,36.19
38.993,6.28,28.28
39.000,6.45,31.42
39.007,6.85,37.55
39.014,7.16,42.07
39.021,7.27,43.80
39.028,7.25,44.57
39.035,7.23,44.22
39.042,7.54,50.50
39.049,7.45,49.29
39.056,7.42,47.59
39.062,7.14,42.00
39.069,7.23,43.77
39.076,7.47,50.00
39.083,7.80,57.98
39.090,8.11,64.39
39.097,7.83,58.79
39.104,8.01,62.83
39.111,8.27,66.09
39.118,8.14,62.65
39.125,7.63,52.70
39.132,7.83,57.05
39.139,7.65,55.22
39.146,7.63,54.54
39.153,7.39,49.76
39.160,7.13,45.16
39.167,6.80,39.14
39.174,6.68,36.67
39.181,6.83,38.36
39.187,6.74,37.20
39.194,6.83,37.91
39.201,6.95,40.03
39.208,6.92,39.87
39.215,6.85,38.37
39.222,6.80,37.31
39.229,6.72,36.49
39.236,6.93,39.96
39.243,6.99,41.34
39.250,7.13,43.88
39.257,7.26,46.10
39.264,7.59,51.15
39.271,7.77,56.42
39.278,7.78,57.37
39.285,7.76,57.14
39.292,7.61,53.92
39.299,7.48,50.45
39.306,7.55,52.05
39.312,7.50,50.97
39.319,7.42,50.01
39.326,7.41,48.81
39.333,7.45,49.51
39.340,7.72,55.28
39.347,7.90,58.98
39.354,7.78,56.73
39.361,7.59,52.32
39.368,7.41,48.25
39.375,7.15,42.98
39.382,7.05,41.52
39.389,7.16,43.88
39.396,7.14,43.77
39.403,7.18,43.76
39.410,7.22,46.05
39.417,7.20,46.32
39.424,7.31,48.93
39.431,7.45,50.37
39.437,7.34,49.31
39.444,7.38,48.49
39.451,7.38,48.28
39.458,7.36,48.48
39.465,7.09,42.70
39.472,7.18,44.71
39.479,7.40,48.52
39.486,7.18,44.84
39.493,6.86,38.34
39.500,6.90,38.29
39.507,6.80,36.98
39.514,6.97,40.26
39.521,7.00,40.68
39.528,6.95,39.79
39.535,6.89,38.65
39.542,6.89,38.97
39.549,6.87,38.59
39.556,6.81,37.65
39.562,7.05,42.36
39.569,7.07,42.21
39.576,7.08,42.64
39.583,7.05,41.84
39.590,7.03,41.11
39.597,7.23,45.18
39.604,7.22,45.89
39.611,7.24,46.57
39.618,7.31,48.18
39.625,7.29,46.73
39.632,7.17,43.60
39.639,7.31,47.32
39.646,7.40,49.23
39.653,7.53,51.90
39.660,7.32,46.72
39.667,7.11,43.49
39.674,7.30,47.32
39.681,7.21,45.07
39.687,7.03,40.96
39.694,6.81,37.64
39.701,6.63,34.24
39.708,6.45,31.08
39.715,6.32,28.62
39.722,6.15,26.36
39.729,6.08,25.10
39.736,6.02,25.28
39.743,5.97,25.01
39.750,5.82,23.35
39.757,5.57,19.30
39.764,5.55,18.97
39.771,5.87,24.18
39.778,6.18,28.60
39.785,6.50,33.87
39.792,6.50,33.43
39.799,6.34,31.85
39.806,6.61,34.98
39.812,6.22,29.12
39.819,5.69,21.35
39.826,5.60,20.15
39.833,5.40,18.47
39.840,5.19,16.46
39.847,4.62,10.83
39.854,4.60,9.96
39.861,4.72,10.76
39.868,4.30,7.25
39.875,4.64,9.72
39.882,4.30,8.22
39.889,4.54,9.84
39.896,4.53,9.01
39.903,4.35,8.44
39.910,4.09,7.86
39.917,3.30,3.56
39.924,3.48,3.81
39.931,3.80,4.41
39.937,3.79,3.90
39.944,4.07,4.38
39.951,4.38,7.06
39.958,4.01,6.11
39.965,4.17,8.30
39.972,4.49,9.82
39.979,4.45,8.56
39.986,4.17,7.73
39.993,4.45,9.78
40.000,4.78,12.07
40.007,4.84,12.09
40.014,4.13,6.67
40.021,4.06,6.14
40.028,4.03,5.59
40.035,3.87,4.37
40.042,3.87,4.43
40.049,4.16,6.38
40.056,4.66,10.33
40.062,4.48,9.05
40.069,4.65,10.14
40.076,4.41,8.32
40.083,4.20,6.84
40.090,4.49,9.42
40.097,4.78,11.93
40.104,4.77,11.58
40.111,4.79,11.69
40.118,5.10,14.87
40.125,5.24,16.36
40.132,5.49,19.29
40.139,5.43,19.34
40.146,5.62,22.45
40.153,5.97,26.85
40.160,5.94,26.62
40.167,5.67,23.22
40.174,5.89,24.98
40.181,5.89,25.28
40.187,5.91,25.18
40.194,6.37,31.20
40.201,6.54,33.55
40.208,6.76,37.80
40.215,6.99,41.86
40.222,6.84,40.45
40.229,6.75,37.68
40.236,6.70,37.77
40.243,6.10,30.53
40.250,5.43,22.00
40.257,4.93,15.20
40.264,4.72,12.61
40.271,5.09,15.62
40.278,4.96,14.16
40.285,4.61,10.24
40.292,4.64,10.46
40.299,4.59,10.27
40.306,4.35,8.44
40.312,4.36,8.42
40.319,4.51,10.77
40.326,4.89,14.72
40.333,5.36,19.96
40.340,5.97,28.88
40.347,5.96,28.47
40.354,6.33,34.05
40.361,6.29,35.20
40.368,6.22,34.69
40.375,5.99,33.13
40.382,5.58,27.68
40.389,5.31,24.11
40.396,4.77,17.19
40.403,4.35,13.37
40.410,3.99,9.85
40.417,3.72,7.23
40.424,3.81,7.34
40.431,3.50,4.74
40.437,3.83,6.30
40.444,4.02,7.14
40.451,4.09,7.46
40.458,4.19,7.88
40.465,4.56,11.34
40.472,4.77,13.84
40.479,4.84,14.52
40.486,4.79,14.43
40.493,4.89,14.61
40.500,4.95,15.43
40.507,5.26,19.03
40.514,5.87,27.79
40.521,6.61,39.39
40.528,6.63,40.29
40.535,6.57,39.94
40.542,6.49,39.27
40.549,6.61,42.21
40.556,6.46,39.37
40.562,6.32,36.45
40.569,6.15,32.75
40.576,5.98,29.36
40.583,5.69,24.40
40.590,5.51,22.07
40.597,5.51,22.19
40.604,5.39,21.80
40.611,5.89,28.17
40.618,5.96,28.22
40.625,5.66,22.96
40.632,4.89,13.42
40.639,4.35,8.62
40.646,4.17,7.47
40.653,4.55,11.41
40.660,4.85,13.94
40.667,4.95,15.27
40.674,5.17,17.81
40.681,5.57,23.28
40.687,6.04,30.50
40.694,6.18,33.46
40.701,6.40,37.29
40.708,6.58,40.45
40.715,6.72,44.01
40.722,6.70,42.09
40.729,6.35,35.73
40.736,5.80,27.18
40.743,5.80,28.42
40.750,5.75,27.49
40.757,5.38,22.59
40.764,4.94,18.15
40.771,4.53,12.04
40.778,4.20,7.82
40.785,4.15,7.36
40.792,4.24,8.08
40.799,4.17,7.38
40.806,4.28,7.67
40.812,4.32,8.47
40.819,4.35,9.71
40.826,4.37,9.58
40.833,4.31,9.61
40.840,4.49,11.97
40.847,4.57,12.66
40.854,4.69,14.13
40.861,4.81,15.19
40.868,4.94,15.88
40.875,4.89,14.42
40.882,4.84,13.13
40.889,4.81,12.53
40.896,4.66,11.08
40.903,4.87,12.79
40.910,5.18,16.84
40.917,5.19,17.29
40.924,5.05,15.52
40.931,4.79,12.44
40.937,4.51,9.94
40.944,4.40,9.31
40.951,4.18,7.48
40.958,4.23,7.71
40.965,4.33,8.15
40.972,4.36,8.27
40.979,4.27,6.97
40.986,4.12,5.61
40.993,3.91,4.37
41.000,3.84,3.93
41.007,3.72,3.14
41.014,3.91,4.02
41.021,4.19,5.94
41.028,4.42,8.05
41.035,4.52,9.17
41.042,4.36,8.16
41.049,4.33,7.19
41.056,4.21,6.38
41.062,3.99,5.25
41.069,3.79,4.22
41.076,3.63,3.08
41.083,3.71,3.03
41.090,3.68,2.93
41.097,3.09,0.55
41.104,2.63,0.00
41.111,2.21,0.00
41.118,2.26,0.00
41.125,2.36,0.00
41.132,2.68,0.00
41.139,2.77,0.00
41.146,2.51,0.00
41.153,2.94,0.12
41.160,3.11,0.46
41.167,3.07,1.44
41.174,2.90,1.70
41.181,3.04,2.13
41.187,3.28,3.34
41.194,3.43,3.78
41.201,3.49,3.37
41.208,3.41,2.33
41.215,3.44,2.29
41.222,3.45,2.78
41.229,3.45,3.03
41.236,3.59,4.21
41.243,3.98,7.52
41.250,4.54,13.18
41.257,4.89,15.07
41.264,4.78,14.71
41.271,4.97,16.39
41.278,5.31,20.08
41.285,5.34,20.09
41.292,5.29,21.53
41.299,5.47,21.67
41.306,5.74,23.81
41.312,6.18,30.85
41.319,6.21,30.48
41.326,6.01,27.54
41.333,6.26,30.94
41.340,7.17,45.43
41.347,7.29,47.21
41.354,7.84,58.12
41.361,8.17,65.26
41.368,8.83,78.28
41.375,9.15,83.96
41.382,9.09,81.95
41.389,9.11,82.33
41.396,9.77,90.99
41.403,10.45,94.14
41.410,10.64,96.40
41.417,10.29,95.33
41.424,10.38,96.56
41.431,10.21,94.91
41.437,10.29,92.75
41.444,10.89,94.55
41.451,11.09,96.21
41.458,10.77,94.80
41.465,10.72,96.68
41.472,10.93,97.19
41.479,10.58,96.35
41.486,10.27,94.95
41.493,9.60,87.79
41.500,9.67,88.84
41.507,9.42,86.60
41.514,8.93,81.20
41.521,9.07,83.78
41.528,8.80,79.03
41.535,8.91,79.24
41.542,9.24,84.81
41.549,9.50,89.73
41.556,9.49,87.86
41.562,9.57,88.64
41.569,9.75,91.18
41.576,9.89,92.61
41.583,9.83,91.40
41.590,10.30,95.30
41.597,10.45,93.66
41.604,10.39,93.29
41.611,10.08,92.78
41.618,9.78,90.22
41.625,9.66,87.75
41.632,9.79,89.83
41.639,9.96,92.68
41.646,10.02,92.70
41.653,9.80,91.10
41.660,9.66,90.60
41.667,9.39,87.17
41.674,8.93,80.78
41.681,8.71,76.66
41.687,8.54,72.84
41.694,8.44,71.98
41.701,7.81,59.77
41.708,7.30,50.71
41.715,7.18,46.83
41.722,7.01,42.91
41.729,6.81,38.60
41.736,7.01,41.64
41.743,7.21,45.88
41.750,7.17,46.64
41.757,6.94,42.71
41.764,6.72,38.38
41.771,6.68,37.41
41.778,6.29,33.12
41.785,6.15,28.41
41.792,6.13,28.01
41.799,6.09,28.78
41.806,5.98,27.94
41.812,5.70,23.89
41.819,5.56,21.09
41.826,5.38,19.19
41.833,5.41,19.24
41.840,5.81,24.91
41.847,6.16,28.91
41.854,6.40,31.05
41.861,5.92,25.54
41.868,5.55,21.52
41.875,5.29,19.64
41.882,5.03,15.71
41.889,4.72,12.13
41.896,4.69,11.30
41.903,4.76,11.39
41.910,4.31,8.23
41.917,4.11,7.35
41.924,3.85,5.72
41.931,3.77,5.33
41.937,3.82,5.71
41.944,4.21,8.10
41.951,4.32,8.18
41.958,4.33,8.76
41.965,4.26,8.79
41.972,4.39,8.64
41.979,4.30,8.39
41.986,3.85,4.53
41.993,3.86,3.88
42.000,4.41,7.18
42.007,3.97,4.88
42.014,3.97,4.50
42.021,4.28,6.53
42.028,4.80,11.11
42.035,4.21,6.49
42.042,4.84,11.27
42.049,4.95,12.62
42.056,5.46,17.11
42.062,5.89,23.42
42.069,5.91,24.65
42.076,6.11,27.01
42.083,6.19,27.25
42.090,5.75,23.01
42.097,5.31,18.05
42.104,5.01,14.54
42.111,4.65,11.37
42.118,4.29,8.76
42.125,3.69,3.70
42.132,3.59,2.62
42.139,3.21,1.63
42.146,3.16,2.03
42.153,2.96,1.69
42.160,3.19,1.94
42.167,3.65,2.97
42.174,4.47,7.42
42.181,4.24,6.72
42.187,4.29,7.61
42.194,4.36,7.73
42.201,4.49,9.50
42.208,4.60,10.56
42.215,4.30,8.11
42.222,3.77,4.55
42.229,3.62,3.31
42.236,3.61,3.71
42.243,3.66,3.02
42.250,4.05,5.08
42.257,3.78,4.33
42.264,3.24,1.82
42.271,3.21,1.87
42.278,2.95,0.73
42.285,2.67,0.17
42.292,3.32,0.80
42.299,3.39,1.28
42.306,3.08,0.46
42.312,2.54,0.00
42.319,2.24,0.00
42.326,1.98,0.00
42.333,1.77,0.00
42.340,1.99,0.00
42.347,2.61,0.00
42.354,2.67,0.00
42.361,2.82,0.00
42.368,3.06,0.00
42.375,3.98,3.35
42.382,4.38,7.94
42.389,3.59,2.61
42.396,2.95,0.07
42.403,2.61,0.00
42.410,2.76,0.00
42.417,2.79,0.00
42.424,2.80,0.00
42.431,3.35,0.79
42.437,3.30,0.94
42.444,3.15,0.12
42.451,3.23,0.51
42.458,2.92,0.00
42.465,2.66,0.00
42.472,2.03,0.00
42.479,1.99,0.00
42.486,1.95,0.00
42.493,2.31,0.00
42.500,2.99,0.00
42.507,3.10,0.00
42.514,3.50,1.50
42.521,3.67,2.65
42.528,3.48,1.57
42.535,3.55,1.95
42.542,3.52,1.58
42.549,3.73,2.83
42.556,3.81,3.54
42.562,3.99,4.95
42.569,4.62,10.33
42.576,4.67,11.14
42.583,4.56,9.83
42.590,4.77,11.89
42.597,5.35,17.44
